SALES,Quantity_sold,Cost_of_sales,Month_NAME,Year_NAME,Day_NAME,Average_Unit_Price,Gross_profit,Total_sales,Total_units_sold,Total_cost_sale
62631.79688,1665,61158.35938,Nov,2014,Tuesday,37.61669482,-1473.4375,,,
48529.10156,1291,47409.55469,Nov,2014,Wednesday,37.59031879,-1119.546875,,,
51040.88281,1361,50038.14453,Nov,2014,Thursday,37.50248553,-1002.738281,,,
53973.92188,1281,47192.5,Nov,2014,Friday,42.13420911,-6781.421875,,,
47497.98438,1122,41179.08984,Nov,2014,Saturday,42.33331941,-6318.894531,,,
31219.95117,737,26893.30469,Nov,2014,Sunday,42.36085641,-4326.646484,,,
26870.32422,641,23516.04102,Nov,2014,Monday,41.91938256,-3354.283203,,,
40530.64063,968,35674.19141,Nov,2014,Tuesday,41.87049651,-4856.449219,,,
30371.43164,709,26054.84961,Nov,2014,Wednesday,42.83699808,-4316.582031,,,
37776.66016,880,32719.68945,Nov,2014,Thursday,42.9280229,-5056.970703,,,
46818.20703,1096,40652.57813,Nov,2014,Friday,42.71734218,-6165.628906,,,
88321.625,2068,79880.24219,Nov,2014,Saturday,42.70871615,-8441.382813,,,
101037.8281,2375,93177.88281,Nov,2014,Sunday,42.54224342,-7859.945313,,,
105100.6641,2492,97257.39844,Dec,2014,Monday,42.17522635,-7843.265625,,,
88219.52344,2170,85533.42969,Dec,2014,Tuesday,40.65415827,-2686.09375,,,
71590.36719,1784,69654.92969,Dec,2014,Wednesday,40.12912959,-1935.4375,,,
54996.62109,1368,54503.02734,Dec,2014,Thursday,40.2022084,-493.59375,,,
77884.17969,1914,77619.29688,Dec,2014,Friday,40.69183892,-264.8828125,,,
150370.1094,3765,154998.8281,Dec,2014,Saturday,39.93894007,4628.71875,,,
104675.375,2712,111903.7344,Dec,2014,Sunday,38.59711468,7228.359375,,,
90121.53125,2222,91081.67188,Dec,2014,Monday,40.55874494,960.140625,,,
75425.44531,1861,77014.25781,Dec,2014,Tuesday,40.52952462,1588.8125,,,
161844.8125,4095,169348.5156,Dec,2014,Wednesday,39.52254274,7503.703125,,,
158603.3594,4157,171693,Dec,2014,Thursday,38.15332196,13089.64063,,,
279092.0938,7259,301236.125,Dec,2014,Friday,38.44773299,22144.03125,,,
369351,9654,402564.6875,Dec,2014,Saturday,38.25885643,33213.6875,,,
177500.1094,4632,192327.3281,Dec,2014,Sunday,38.32040358,14827.21875,,,
282246.625,7341,304489.625,Dec,2014,Monday,38.44798052,22243,,,
166037.9219,4308,179571.125,Dec,2014,Tuesday,38.54176459,13533.20313,,,
148911,3865,161137.5156,Dec,2014,Wednesday,38.52807245,12226.51563,,,
202359.1406,5288,221435.7656,Dec,2014,Thursday,38.26761358,19076.625,,,
274343.6563,7141,299516.8438,Dec,2014,Friday,38.41810058,25173.1875,,,
316167.0625,8268,346378.3125,Dec,2014,Saturday,38.23984791,30211.25,,,
173833.4063,4541,190644.5,Dec,2014,Sunday,38.28086462,16811.09375,,,
204565.0781,5014,210188.9063,Dec,2014,Monday,40.79877904,5623.828125,,,
316394.7188,7778,326627.125,Dec,2014,Tuesday,40.67815875,10232.40625,,,
486230.3125,11809,495909.0938,Dec,2014,Wednesday,41.17455437,9678.78125,,,
137686.5313,3344,140525.7813,Dec,2014,Thursday,41.17420193,2839.25,,,
48102.96094,1169,49028.36328,Dec,2014,Friday,41.14881175,925.4023438,,,
110162.1328,2676,112383.5625,Dec,2014,Saturday,41.1667163,2221.429688,,,
69051.33594,1677,70482.71875,Dec,2014,Sunday,41.17551338,1431.382813,,,
133307.375,3237,136003.4844,Dec,2014,Monday,41.18238338,2696.109375,,,
216389.5,5607,235723.7656,Dec,2014,Tuesday,38.59274122,19334.26563,,,
365055.3125,9464,398013.3438,Dec,2014,Wednesday,38.57304654,32958.03125,,,
112161.4219,2905,122170.4297,Jan,2015,Thursday,38.60978378,10009.00781,,,
271101.4688,7023,295019.4688,Jan,2015,Friday,38.60194628,23918,,,
245813.2813,6371,267734.7188,Jan,2015,Saturday,38.58315512,21921.4375,,,
178394.8125,4624,194427.4531,Jan,2015,Sunday,38.58019301,16032.64063,,,
220443.625,5717,239988.0313,Jan,2015,Monday,38.5593187,19544.40625,,,
181534.1875,4705,197328.9375,Jan,2015,Tuesday,38.5832492,15794.75,,,
83176.48438,2020,84728.82813,Jan,2015,Wednesday,41.17647741,1552.34375,,,
76894.78125,1868,78468.09375,Jan,2015,Thursday,41.16422979,1573.3125,,,
123859.3906,3008,126444.1406,Jan,2015,Friday,41.17665912,2584.75,,,
120807.5703,2934,123392.8047,Jan,2015,Saturday,41.17504101,2585.234375,,,
69597.36719,1690,71051.36719,Jan,2015,Sunday,41.18187408,1454,,,
84738.29688,2058,86467.53906,Jan,2015,Monday,41.17507137,1729.242188,,,
64653.97266,1570,65980.42188,Jan,2015,Tuesday,41.1808743,1326.449219,,,
59553.38672,1446,60703.35547,Jan,2015,Wednesday,41.18491474,1149.96875,,,
79080.75781,1921,80337.75,Jan,2015,Thursday,41.16645383,1256.992188,,,
149444.0625,3629,152030.9844,Jan,2015,Friday,41.18050772,2586.921875,,,
170624.0781,4144,173547.0313,Jan,2015,Saturday,41.17376403,2922.953125,,,
74744.28125,1815,76003.92969,Jan,2015,Sunday,41.18142218,1259.648438,,,
90144.16406,2189,91110.96875,Jan,2015,Monday,41.18052264,966.8046875,,,
97826.8125,2376,99134.30469,Jan,2015,Tuesday,41.17290088,1307.492188,,,
62795.98047,1525,64144.08984,Jan,2015,Wednesday,41.17769211,1348.109375,,,
66550.99219,1616,67952.14844,Jan,2015,Thursday,41.18254467,1401.15625,,,
154670.8906,3757,158031.7969,Jan,2015,Friday,41.16872255,3360.90625,,,
158722.1094,3855,162082.4219,Jan,2015,Saturday,41.17305042,3360.3125,,,
78092.27344,1897,79795.04688,Jan,2015,Sunday,41.1661958,1702.773438,,,
91830.39844,2230,93808.08594,Jan,2015,Monday,41.17955087,1977.6875,,,
76992.9375,1870,78614.46094,Jan,2015,Tuesday,41.17269385,1621.523438,,,
59897.71484,1455,61194.17969,Jan,2015,Wednesday,41.16681433,1296.464844,,,
57310.19531,1392,58531.41016,Jan,2015,Thursday,41.17111732,1221.214844,,,
134540.2188,3268,137221.5313,Jan,2015,Friday,41.16897759,2681.3125,,,
200193.6094,4862,203814.7344,Jan,2015,Saturday,41.17515619,3621.125,,,
171469.9375,4165,174652.4531,Feb,2015,Sunday,41.1692527,3182.515625,,,
151737.2188,3685,154148.5938,Feb,2015,Monday,41.17699288,2411.375,,,
102072.4453,2479,103634.9609,Feb,2015,Tuesday,41.17484684,1562.515625,,,
82514.10156,2005,83232.39063,Feb,2015,Wednesday,41.15416537,718.2890625,,,
46211.33203,1122,46407.30078,Feb,2015,Thursday,41.18657044,195.96875,,,
85730.41406,2082,85765.71094,Feb,2015,Friday,41.176952,35.296875,,,
105918.2969,2573,105662.5547,Feb,2015,Saturday,41.16529222,-255.7421875,,,
73041.66406,1774,73046.23438,Feb,2015,Sunday,41.17342957,4.5703125,,,
97908.54688,2378,97097.9375,Feb,2015,Monday,41.17264377,-810.609375,,,
138667.4219,3677,148522.8438,Feb,2015,Tuesday,37.71210821,9855.421875,,,
162162.1094,4299,173661.8281,Feb,2015,Wednesday,37.72089076,11499.71875,,,
138520.125,3674,147756.3438,Feb,2015,Thursday,37.70281029,9236.21875,,,
358597.4375,9505,382447.0938,Feb,2015,Friday,37.72724224,23849.65625,,,
424009.875,11237,451548.0313,Feb,2015,Saturday,37.73336967,27538.15625,,,
203861.4688,5406,217065.6094,Feb,2015,Sunday,37.71022359,13204.14063,,,
220506.2031,5846,234723.2188,Feb,2015,Monday,37.71915893,14217.01563,,,
139935.9375,3713,148697.5469,Feb,2015,Tuesday,37.68810598,8761.609375,,,
161064.75,4270,170739.3594,Feb,2015,Wednesday,37.72008197,9674.609375,,,
144328.5469,3827,152824.1094,Feb,2015,Thursday,37.71323409,8495.5625,,,
293071.75,7770,310240.375,Feb,2015,Friday,37.71837194,17168.625,,,
267782.1563,7102,283430.3438,Feb,2015,Saturday,37.70517548,15648.1875,,,
136052.6875,3608,144020.125,Feb,2015,Sunday,37.70861627,7967.4375,,,
86703.3125,2150,85730.96875,Feb,2015,Monday,40.32712209,-972.34375,,,
95474.35938,2530,100867.5234,Feb,2015,Tuesday,37.73690094,5393.164063,,,
198431.625,5253,209499.7969,Feb,2015,Wednesday,37.77491433,11068.17188,,,
157291.7344,4171,166305.0313,Feb,2015,Thursday,37.71079702,9013.296875,,,
307540.6875,8156,324997.3438,Feb,2015,Friday,37.70729371,17456.65625,,,
350898.75,9296,375030.625,Feb,2015,Saturday,37.74728378,24131.875,,,
256701.5469,6803,276569.25,Mar,2015,Sunday,37.73358031,19867.70313,,,
234705.5938,6221,252709.8281,Mar,2015,Monday,37.7279527,18004.23438,,,
249380.5625,6611,268761.8438,Mar,2015,Tuesday,37.72206361,19381.28125,,,
258211.4375,6843,278825.5938,Mar,2015,Wednesday,37.73366031,20614.15625,,,
145975.8281,3858,157578,Mar,2015,Thursday,37.83717681,11602.17188,,,
269239.8438,7128,291365.0313,Mar,2015,Friday,37.77214418,22125.1875,,,
306920.2188,8127,332242.4063,Mar,2015,Saturday,37.76550003,25322.1875,,,
122106.7969,2966,121394.8125,Mar,2015,Sunday,41.16884588,-711.984375,,,
117661.2813,2858,116861.1563,Mar,2015,Monday,41.16909771,-800.125,,,
62499.80078,1518,62073.87109,Mar,2015,Tuesday,41.17246428,-425.9296875,,,
57063.98438,1386,56638.28125,Mar,2015,Wednesday,41.1717059,-425.703125,,,
48008.48438,1166,47681.67188,Mar,2015,Thursday,41.17365727,-326.8125,,,
117446.8359,2853,116681.1406,Mar,2015,Friday,41.1660834,-765.6953125,,,
150591.5469,3657,149573.8281,Mar,2015,Saturday,41.17898465,-1017.71875,,,
67152.47656,1631,66802.98438,Mar,2015,Sunday,41.17257913,-349.4921875,,,
80635.28906,1959,80121.28906,Mar,2015,Monday,41.16145435,-514,,,
50669.63672,1230,50308.95703,Mar,2015,Tuesday,41.1948266,-360.6796875,,,
48648.99219,1182,48362.07031,Mar,2015,Wednesday,41.15819982,-286.921875,,,
43213.17578,1050,42981.21875,Mar,2015,Thursday,41.15540551,-231.9570313,,,
96881.01563,2353,96453.28906,Mar,2015,Friday,41.17340231,-427.7265625,,,
121360.8828,2947,120829.2891,Mar,2015,Saturday,41.18116146,-531.59375,,,
66954.36719,1626,66756.375,Mar,2015,Sunday,41.17734759,-197.9921875,,,
81342.14844,1976,81132.01563,Mar,2015,Monday,41.16505488,-210.1328125,,,
125060.7109,3312,136375.1563,Mar,2015,Tuesday,37.75987649,11314.44531,,,
253218.8281,6704,276194.8438,Mar,2015,Wednesday,37.77130491,22976.01563,,,
229184.4688,6077,250361.1563,Mar,2015,Thursday,37.71342254,21176.6875,,,
354191.3438,9386,386464.6563,Mar,2015,Friday,37.73613294,32273.3125,,,
459484.6563,12181,501362.5625,Mar,2015,Saturday,37.72142322,41877.90625,,,
224102.8906,5937,244359.8125,Mar,2015,Sunday,37.74682342,20256.92188,,,
215203.5625,5706,234819.4531,Mar,2015,Monday,37.71531064,19615.89063,,,
355534.9063,9421,386988.9063,Mar,2015,Tuesday,37.73855283,31454,,,
498894.3438,13207,542483.8125,Apr,2015,Wednesday,37.77499385,43589.46875,,,
715032.1875,18936,777522.1875,Apr,2015,Thursday,37.76046618,62490,,,
510289.2188,13503,554159.8125,Apr,2015,Friday,37.79080343,43870.59375,,,
400302.0313,10600,434872.7188,Apr,2015,Saturday,37.76434257,34570.6875,,,
135578.2031,3591,147335.9219,Apr,2015,Sunday,37.75499948,11757.71875,,,
182466.25,4836,198405.2344,Apr,2015,Monday,37.73082093,15938.98438,,,
176814.2031,4348,178390.1563,Apr,2015,Tuesday,40.66564009,1575.953125,,,
100917.6719,2451,100579.125,Apr,2015,Wednesday,41.17408073,-338.546875,,,
74690.67188,1814,74427.58594,Apr,2015,Thursday,41.17457104,-263.0859375,,,
114067.0781,2770,113653.9766,Apr,2015,Friday,41.17945059,-413.1015625,,,
126507.8047,3072,126043.7656,Apr,2015,Saturday,41.18092601,-464.0390625,,,
79648.63281,1934,79349.40625,Apr,2015,Sunday,41.18336753,-299.2265625,,,
83137.42969,2019,82700.35156,Apr,2015,Monday,41.17752832,-437.078125,,,
40776.02734,979,39940.19922,Apr,2015,Tuesday,41.65069187,-835.828125,,,
58278.45703,1398,56969.92188,Apr,2015,Wednesday,41.6870222,-1308.535156,,,
50000.10156,1198,48827.88672,Apr,2015,Thursday,41.73631182,-1172.214844,,,
103911.9219,2485,101408.9531,Apr,2015,Friday,41.81566273,-2502.96875,,,
132843.2188,3172,129545.5313,Apr,2015,Saturday,41.87995547,-3297.6875,,,
62786.60938,1497,61213.25781,Apr,2015,Sunday,41.94162283,-1573.351563,,,
57233.40625,1365,55706.875,Apr,2015,Monday,41.92923535,-1526.53125,,,
56874.34375,1353,55172.17188,Apr,2015,Tuesday,42.03573078,-1702.171875,,,
132737.7344,3439,140263.9375,Apr,2015,Wednesday,38.59777097,7526.203125,,,
60310.33984,1434,58446.05469,Apr,2015,Thursday,42.0574197,-1864.285156,,,
343587,8892,362390.5938,Apr,2015,Friday,38.6400135,18803.59375,,,
496882.3125,13144,535306,Apr,2015,Saturday,37.80297569,38423.6875,,,
200369.8281,5179,210964.7656,Apr,2015,Sunday,38.6889029,10594.9375,,,
194028.0625,5014,204053.5,Apr,2015,Monday,38.69726017,10025.4375,,,
190560.5781,4936,200804.0313,Apr,2015,Tuesday,38.60627596,10243.45313,,,
198985.4063,5150,209483.875,Apr,2015,Wednesday,38.63794296,10498.46875,,,
385482.875,9986,406252,Apr,2015,Thursday,38.60233076,20769.125,,,
499703.4063,12937,526206.9375,May,2015,Friday,38.62591066,26503.53125,,,
461667,12217,496852.8125,May,2015,Saturday,37.78890071,35185.8125,,,
259541.6094,6721,273280.0313,May,2015,Sunday,38.61651679,13738.42188,,,
320309.2813,8283,336742.5938,May,2015,Monday,38.67068469,16433.3125,,,
239923,6191,251700.9688,May,2015,Tuesday,38.75351316,11777.96875,,,
224994.1875,5959,242259.8594,May,2015,Wednesday,37.75703767,17265.67188,,,
117197.9688,2848,115769.0859,May,2015,Thursday,41.15097217,-1428.882813,,,
330589.1875,8748,355565.0313,May,2015,Friday,37.7902592,24975.84375,,,
389972.125,10329,419827.125,May,2015,Saturday,37.75507067,29855,,,
166536,4410,179243.0469,May,2015,Sunday,37.76326531,12707.04688,,,
198442.9063,5257,213676.4219,May,2015,Monday,37.74831772,15233.51563,,,
193182.1563,5118,208039.1719,May,2015,Tuesday,37.74563428,14857.01563,,,
166403.125,4410,179221.5781,May,2015,Wednesday,37.73313492,12818.45313,,,
149178.5938,3952,160620.2031,May,2015,Thursday,37.74761988,11441.60938,,,
380592.5625,10084,409812.4375,May,2015,Friday,37.74222159,29219.875,,,
413700.1875,10964,445569.7188,May,2015,Saturday,37.73259645,31869.53125,,,
177159.6719,4695,190811.5781,May,2015,Sunday,37.73368943,13651.90625,,,
196420.7656,5205,211510.7813,May,2015,Monday,37.73693864,15090.01563,,,
137940.875,3638,147846.0469,May,2015,Tuesday,37.91667812,9905.171875,,,
166176.2813,4394,178568.1875,May,2015,Wednesday,37.81890789,12391.90625,,,
84604.375,2012,81763.26563,May,2015,Thursday,42.04988817,-2841.109375,,,
321821.0313,8526,346487.5313,May,2015,Friday,37.74583993,24666.5,,,
418715.4063,11096,450936.2813,May,2015,Saturday,37.73570712,32220.875,,,
169541.2656,4489,182419.1406,May,2015,Sunday,37.76815897,12877.875,,,
256434.5156,6795,276173.7813,May,2015,Monday,37.73870723,19739.26563,,,
199385.9063,5283,214719.75,May,2015,Tuesday,37.74103847,15333.84375,,,
243554.2188,6453,262251.0938,May,2015,Wednesday,37.74278921,18696.875,,,
217746.0156,5770,234483.4219,May,2015,Thursday,37.73761103,16737.40625,,,
472160.75,12507,508265.1563,May,2015,Friday,37.75171904,36104.40625,,,
546135.4375,14475,588250.1875,May,2015,Saturday,37.7295639,42114.75,,,
264637.375,7009,284828.6563,May,2015,Sunday,37.75679484,20191.28125,,,
440906,11688,474967.3125,Jun,2015,Monday,37.72296372,34061.3125,,,
334318.9063,8863,360168.8125,Jun,2015,Tuesday,37.7207386,25849.90625,,,
269835.8438,7148,290492.0938,Jun,2015,Wednesday,37.74983824,20656.25,,,
201146.4844,5326,216428.5,Jun,2015,Thursday,37.7668953,15282.01563,,,
293461.0938,7775,315937.875,Jun,2015,Friday,37.74419212,22476.78125,,,
349413,9255,376094.7188,Jun,2015,Saturday,37.75397083,26681.71875,,,
179602.9219,4758,193348.5938,Jun,2015,Sunday,37.7475666,13745.67188,,,
109810.5469,2613,106166.0781,Jun,2015,Monday,42.02470221,-3644.46875,,,
76956.92188,1830,74212.78906,Jun,2015,Tuesday,42.05296277,-2744.132813,,,
71199.58594,1694,68669.39844,Jun,2015,Wednesday,42.03045215,-2530.1875,,,
68988.34375,1642,66539.16406,Jun,2015,Thursday,42.01482567,-2449.179688,,,
155156.875,3690,149423.25,Jun,2015,Friday,42.0479336,-5733.625,,,
185109.5156,4404,178347.375,Jun,2015,Saturday,42.03213343,-6762.140625,,,
83779.54688,1992,80659.82031,Jun,2015,Sunday,42.05800546,-3119.726563,,,
149501.5781,3557,143962.875,Jun,2015,Monday,42.03024406,-5538.703125,,,
100477.2969,2395,96810.10156,Jun,2015,Tuesday,41.95294233,-3667.195313,,,
89072.70313,2120,85639.30469,Jun,2015,Wednesday,42.015426,-3433.398438,,,
78746.59375,1875,75673.78125,Jun,2015,Thursday,41.99818333,-3072.8125,,,
141913.375,3376,136017.75,Jun,2015,Friday,42.03595231,-5895.625,,,
169304.2813,4027,162287.9063,Jun,2015,Saturday,42.04228489,-7016.375,,,
89512.24219,2128,85781.80469,Jun,2015,Sunday,42.06402358,-3730.4375,,,
85984.07813,2046,82427.23438,Jun,2015,Monday,42.02545363,-3556.84375,,,
64956.46094,1546,62169.77734,Jun,2015,Tuesday,42.01582208,-2786.683594,,,
106613.4297,2822,113428.4766,Jun,2015,Wednesday,37.77938685,6815.046875,,,
183843.8125,4865,195365.7344,Jun,2015,Thursday,37.78906732,11521.92188,,,
319579.7813,8450,339241.6875,Jun,2015,Friday,37.82009246,19661.90625,,,
369245.75,9770,392017.9688,Jun,2015,Saturday,37.79383316,22772.21875,,,
185648.4844,4914,197095.1094,Jun,2015,Sunday,37.77950435,11446.625,,,
165557.7656,4385,175871.1094,Jun,2015,Monday,37.75547677,10313.34375,,,
212465.0781,5627,225678.9375,Jun,2015,Tuesday,37.75814433,13213.85938,,,
305231.9063,8086,324248.8438,Jul,2015,Wednesday,37.74819518,19016.9375,,,
250481.625,6639,266061.9375,Jul,2015,Thursday,37.72881835,15580.3125,,,
268410.4688,7104,284593,Jul,2015,Friday,37.78300517,16182.53125,,,
316365.5,8364,335025.0625,Jul,2015,Saturday,37.82466523,18659.5625,,,
156873.0469,4146,165968.625,Jul,2015,Sunday,37.83720378,9095.578125,,,
173987.75,4601,184188.9844,Jul,2015,Monday,37.81520322,10201.23438,,,
135753.7656,3593,143799.5938,Jul,2015,Tuesday,37.78284599,8045.828125,,,
84426.50781,2114,84588.96094,Jul,2015,Wednesday,39.93685327,162.453125,,,
70815.1875,1797,71913.07031,Jul,2015,Thursday,39.40744992,1097.882813,,,
125983.1484,3195,127884.5859,Jul,2015,Friday,39.43134536,1901.4375,,,
142378.1875,3595,143924.5625,Jul,2015,Saturday,39.60450278,1546.375,,,
57427.67969,1467,58723.03906,Jul,2015,Sunday,39.14633926,1295.359375,,,
63331.33203,1610,64690.05859,Jul,2015,Monday,39.33623108,1358.726563,,,
51241.02734,1307,52509.91797,Jul,2015,Tuesday,39.20507065,1268.890625,,,
80326.4375,2050,81730.27344,Jul,2015,Wednesday,39.18362805,1403.835938,,,
71912.5625,1849,73762.63281,Jul,2015,Thursday,38.89267847,1850.070313,,,
119204.3125,3070,122669.7031,Jul,2015,Friday,38.82876629,3465.390625,,,
129441.2813,3322,132493.4375,Jul,2015,Saturday,38.96486492,3052.15625,,,
77645.75,1982,79555.63281,Jul,2015,Sunday,39.17545409,1909.882813,,,
69926.64844,1787,71362.51563,Jul,2015,Monday,39.13074899,1435.867188,,,
71973.04688,1846,73851.78906,Jul,2015,Tuesday,38.98864944,1878.742188,,,
44304.89844,1142,45468.83594,Jul,2015,Wednesday,38.79588305,1163.9375,,,
66799.72656,1734,69323.64844,Jul,2015,Thursday,38.52348706,2523.921875,,,
125689.5938,3259,130428.2266,Jul,2015,Friday,38.56692045,4738.632813,,,
138624.9375,3572,143537.3906,Jul,2015,Saturday,38.8087731,4912.453125,,,
81715.04688,2109,85089.22656,Jul,2015,Sunday,38.74587334,3374.179688,,,
86842.85938,2242,90242.79688,Jul,2015,Monday,38.73454923,3399.9375,,,
56976.78516,1474,59094.07813,Jul,2015,Tuesday,38.65453538,2117.292969,,,
53433.66797,1381,55516.52734,Jul,2015,Wednesday,38.69201156,2082.859375,,,
55134.08203,1423,57064.75,Jul,2015,Thursday,38.74496278,1930.667969,,,
145033.6094,3740,149876.875,Jul,2015,Friday,38.77903994,4843.265625,,,
173306.9063,4453,178699.9688,Aug,2015,Saturday,38.91913457,5393.0625,,,
88154.33594,2258,90828.66406,Aug,2015,Sunday,39.0408928,2674.328125,,,
81142.03125,2074,83114.57813,Aug,2015,Monday,39.12344805,1972.546875,,,
77672.88281,2007,80417.75,Aug,2015,Tuesday,38.70098795,2744.867188,,,
75483.42188,1948,78024.28125,Aug,2015,Wednesday,38.74918987,2540.859375,,,
74354.57031,1922,76978.30469,Aug,2015,Thursday,38.68604075,2623.734375,,,
120326.875,3088,123707.7578,Aug,2015,Friday,38.96595693,3380.882813,,,
131868,3388,135721.4219,Aug,2015,Saturday,38.92207792,3853.421875,,,
75504,1944,77978.69531,Aug,2015,Sunday,38.83950617,2474.695313,,,
69968.07813,1812,72665.72656,Aug,2015,Monday,38.61372965,2697.648438,,,
60187.14844,1563,62538.49219,Aug,2015,Tuesday,38.50745262,2351.34375,,,
44698.69922,1171,46849.56641,Aug,2015,Wednesday,38.17139131,2150.867188,,,
39463.41016,1035,41414.41797,Aug,2015,Thursday,38.1288987,1951.007813,,,
85794.09375,2247,89898.89063,Aug,2015,Friday,38.18161716,4104.796875,,,
117288.0078,3068,122504.3594,Aug,2015,Saturday,38.229468,5216.351563,,,
71056.0625,1866,74589.17188,Aug,2015,Sunday,38.07934753,3533.109375,,,
64394.07422,1690,67505.25781,Aug,2015,Monday,38.1030025,3111.183594,,,
35165.97266,922,36841.96875,Aug,2015,Tuesday,38.14096817,1675.996094,,,
23234.18359,604,24104.08594,Aug,2015,Wednesday,38.46719138,869.9023438,,,
24754.95703,643,25407.17383,Aug,2015,Thursday,38.49915557,652.2167969,,,
76691.28125,2006,78691.95313,Aug,2015,Friday,38.23094778,2000.671875,,,
102231.2109,2677,104713.0078,Aug,2015,Saturday,38.1887228,2481.796875,,,
56974.86719,1467,57548.98438,Aug,2015,Sunday,38.83767361,574.1171875,,,
59442.73047,1528,59785.42969,Aug,2015,Monday,38.90231052,342.6992188,,,
217683.3594,6360,246975.7344,Aug,2015,Tuesday,34.2269433,29292.375,,,
275458.8125,8035,307092.2813,Aug,2015,Wednesday,34.28236621,31633.46875,,,
228731.8594,6675,252845.4531,Aug,2015,Thursday,34.26694522,24113.59375,,,
387639.125,11330,426783.3125,Aug,2015,Friday,34.213515,39144.1875,,,
461188,13484,504578.1875,Aug,2015,Saturday,34.2026105,43390.1875,,,
202249.6719,5913,220152.1875,Aug,2015,Sunday,34.20424013,17902.51563,,,
332559.75,9721,361970.2813,Aug,2015,Monday,34.21044646,29410.53125,,,
384806.7813,11257,418101.5938,Sep,2015,Tuesday,34.18377732,33294.8125,,,
345776.25,10102,373816.1563,Sep,2015,Wednesday,34.22849436,28039.90625,,,
271551.0938,7938,293343.875,Sep,2015,Thursday,34.20900652,21792.78125,,,
340440.2188,9936,366359.6563,Sep,2015,Friday,34.26330704,25919.4375,,,
364416.7188,10643,392128.3125,Sep,2015,Saturday,34.24003747,27711.59375,,,
164719.6094,4800,176647.8438,Sep,2015,Sunday,34.31658529,11928.23438,,,
178921.0938,5228,192507.5313,Sep,2015,Monday,34.2236216,13586.4375,,,
70287,1810,66639.69531,Sep,2015,Tuesday,38.83259669,-3647.304688,,,
76013.67969,1961,72211.10156,Sep,2015,Wednesday,38.76271274,-3802.578125,,,
48406.78906,1232,45316.54297,Sep,2015,Thursday,39.29122489,-3090.246094,,,
85940.02344,2194,81559.84375,Sep,2015,Friday,39.17047559,-4380.179688,,,
57381.75,1469,54340.89063,Sep,2015,Saturday,39.06177672,-3040.859375,,,
32479.79688,829,30763.6875,Sep,2015,Sunday,39.1794896,-1716.109375,,,
52160.18359,1329,49656.00781,Sep,2015,Monday,39.2476927,-2504.175781,,,
51002.83984,1300,48601.96875,Sep,2015,Tuesday,39.23295373,-2400.871094,,,
30194.7168,773,28605.46094,Sep,2015,Wednesday,39.06172936,-1589.255859,,,
29751.22266,760,28084.23438,Sep,2015,Thursday,39.1463456,-1666.988281,,,
68504.64063,1755,64881.97656,Sep,2015,Friday,39.03398326,-3622.664063,,,
68996.5625,1766,65211.57031,Sep,2015,Saturday,39.06940119,-3784.992188,,,
41855.92969,1078,39629.45313,Sep,2015,Sunday,38.82739303,-2226.476563,,,
44303.46484,1124,41485.45703,Sep,2015,Monday,39.41589399,-2818.007813,,,
46599.29688,1182,43806.73047,Sep,2015,Tuesday,39.42410903,-2792.566406,,,
125182.7578,3725,138583.8438,Sep,2015,Wednesday,33.60610948,13401.08594,,,
150036.8125,4492,167704.8594,Sep,2015,Thursday,33.40089325,17668.04688,,,
368037.6875,11030,413540.8125,Sep,2015,Friday,33.36697076,45503.125,,,
351319.625,10528,397626.5938,Sep,2015,Saturday,33.37002517,46306.96875,,,
163289.9375,4895,185404.0469,Sep,2015,Sunday,33.35851634,22114.10938,,,
190892.4531,5720,216571.0625,Sep,2015,Monday,33.37280649,25678.60938,,,
143082.1406,4288,162929.0156,Sep,2015,Tuesday,33.36803653,19846.875,,,
323548.7813,9693,368434.875,Sep,2015,Wednesday,33.37963285,44886.09375,,,
402312.3438,12065,459285.8125,Oct,2015,Thursday,33.34540769,56973.46875,,,
393635.1875,11758,448390.9688,Oct,2015,Friday,33.47807344,54755.78125,,,
451100.0625,13508,515549.375,Oct,2015,Saturday,33.3950298,64449.3125,,,
202902.625,6085,232360.3281,Oct,2015,Sunday,33.34472062,29457.70313,,,
294557.6563,8828,336897.9375,Oct,2015,Monday,33.36629545,42340.28125,,,
221618.3281,6636,253291.0625,Oct,2015,Tuesday,33.39637253,31672.73438,,,
63968.38281,1622,61942.84375,Oct,2015,Wednesday,39.43796721,-2025.539063,,,
59609.54297,1512,57736.47656,Oct,2015,Thursday,39.42430091,-1873.066406,,,
126588.25,3211,122622.3594,Oct,2015,Friday,39.4233105,-3965.890625,,,
119755.0078,3037,116003.6875,Oct,2015,Saturday,39.43200784,-3751.320313,,,
57413.41016,1456,55617.58594,Oct,2015,Sunday,39.4322872,-1795.824219,,,
57749.13672,1465,55933.00781,Oct,2015,Monday,39.41920595,-1816.128906,,,
40140.82031,1018,38881.08984,Oct,2015,Tuesday,39.43106121,-1259.730469,,,
42195.81641,1070,40869.25,Oct,2015,Wednesday,39.43534244,-1326.566406,,,
53490.79688,1357,51799.16406,Oct,2015,Thursday,39.41842069,-1691.632813,,,
110809.3125,2810,107331.9844,Oct,2015,Friday,39.43391904,-3477.328125,,,
111527.0156,2829,108023.6094,Oct,2015,Saturday,39.42276975,-3503.40625,,,
59808.13672,1517,57937.45703,Oct,2015,Sunday,39.4252714,-1870.679688,,,
